=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.11.20 13:16:33 =~=~=~=~=~=~=~=~=~=~=~=
2400, 4799 
5000805, 253
5003025, 253
5005242, 253
5007463, 253
5009683, 253
5011902, 253
5014124, 251
5016344, 251
5018565, 251
5020784, 251
5023002, 251
5025224, 251
5027448, 251
5029667, 251
5031884, 251
5034103, 251
5036321, 251
5038540, 251
5040758, 251
5042975, 251
5045192, 251
5047410, 251
5049633, 253
5051855, 253
5054075, 251
5056293, 251
5058513, 251
5060733, 251
5062952, 251
5065171, 251
5067387, 251
5069605, 251
5071823, 251
5074041, 251
5076265, 251
5078484, 249
5080701, 249
5082919, 249
5085137, 250
5087356, 250
5089575, 250
5091793, 250
5094014, 250
5096232, 250
5098450, 251
5100668, 251
5102886, 251
5105104, 251
5107320, 251
5109538, 251
5111757, 253
5113978, 253
5116201, 253
5118420, 253
5120641, 253
5122859, 254
5125082, 254
5127305, 254
5129527, 254
5131748, 254
5133968, 254
5136186, 254
5138405, 254
5140623, 254
5142840, 254
5145057, 254
5147278, 254
5149498, 254
5151716, 254
5153934, 254
5156152, 254
5158369, 254
5160587, 254
5162806, 254
5165024, 254
5167242, 254
5169461, 254
5171682, 254
5173902, 256
5176123, 256
5178343, 256
5180567, 256
5182785, 256
5185007, 256
5187227, 256
5189451, 258
5191671, 258
5193893, 258
5196110, 258
5198332, 258
5200553, 260
5202772, 258
5204993, 258
5207209, 258
5209427, 258
5211644, 258
5213863, 258
5216087, 258
5218306, 258
5220526, 258
5222748, 258
5224971, 258
5227191, 258
5229409, 258
5231630, 256
5233847, 256
5236067, 256
5238285, 256
5240508, 256
5242728, 256
5244950, 256
5247171, 256
5249392, 254
5251613, 254
5253832, 254
5256050, 254
5258267, 254
5260485, 254
5262705, 253
5264927, 253
5267150, 253
5269369, 253
5271590, 253
5273810, 253
5276028, 251
5278248, 251
5280467, 251
5282686, 251
5284904, 251
5287121, 251
5289341, 251
5291559, 251
5293778, 251
5296000, 251
5298220, 251
5300438, 251
5302655, 251
5304876, 251
5307095, 251
5309313, 253
5311531, 253
5313748, 253
5315967, 253
5318185, 253
5320403, 254
5322622, 254
5324844, 254
5327065, 254
5329287, 254
5331504, 254
5333723, 254
5335944, 254
5338167, 254
5340386, 253
5342604, 253
5344822, 253
5347043, 253
5349266, 253
5351482, 253
5353700, 253
5355920, 253
5358139, 253
5360358, 253
5362574, 253
5364789, 253
5367008, 254
5369227, 254
5371445, 254
5373664, 254
5375881, 254
5378105, 254
5380325, 254
5382544, 254
5384763, 254
5386983, 254
5389200, 254
5391418, 254
5393637, 254
5395855, 254
5398074, 254
5400291, 254
5402509, 253
5404731, 253
5406952, 253
5409170, 253
5411390, 253
5413610, 253
5415828, 254
5418050, 254
5420272, 254
5422492, 254
5424709, 254
5426926, 254
5429149, 254
5431371, 254
5433593, 254
5435818, 254
5438038, 254
5440254, 254
5442471, 254
5444690, 254
5446909, 254
5449127, 254
5451348, 254
5453568, 254
5455791, 254
5458011, 253
5460230, 253
5462448, 253
5464666, 253
5466884, 251
5469102, 251
5471321, 251
5473538, 251
5475756, 251
5477974, 253
5480189, 253
5482411, 253
5484630, 253
5486850, 253
5489067, 253
5491289, 254
5493507, 254
5495729, 254
5497949, 254
5500167, 254
5502385, 253
5504603, 253
5506827, 253
5509046, 253
5511264, 254
5513482, 254
5515702, 254
5517924, 254
5520144, 254
5522366, 254
5524586, 254
5526804, 254
5529021, 254
5531240, 254
5533458, 254
5535676, 254
5537895, 254
5540111, 254
5542329, 254
5544547, 254
5546765, 254
5548983, 254
5551202, 253
5553422, 253
5555642, 253
5557862, 253
5560080, 253
5562304, 253
5564522, 253
5566740, 253
5568958, 253
5571177, 253
5573396, 253
5575619, 253
5577836, 253
5580052, 253
5582273, 253
5584497, 253
5586719, 253
5588938, 253
5591156, 251
5593373, 253
5595598, 251
5597817, 251
5600037, 251
5602256, 251
5604477, 251
5606696, 251
5608914, 251
5611133, 251
5613351, 251
5615569, 251
5617786, 249
5620004, 249
5622226, 249
5624445, 249
5626663, 249
5628885, 249
5631106, 249
5633325, 248
5635545, 248
5637764, 248
5639986, 248
5642202, 248
5644419, 248
5646638, 248
5648856, 248
5651075, 248
5653293, 248
5655510, 248
5657728, 249
5659947, 249
5662168, 249
5664386, 249
5666608, 249
5668830, 249
5671047, 249
5673266, 249
5675483, 249
5677701, 251
5679918, 251
5682135, 251
5684358, 251
5686577, 251
5688795, 251
5691014, 251
5693231, 251
5695451, 251
5697673, 253
5699893, 253
5702115, 253
5704336, 253
5706556, 253
5708777, 254
5710996, 254
5713215, 254
5715433, 254
5717651, 254
5719869, 254
5722086, 254
5724305, 254
5726522, 254
5728744, 256
5730962, 256
5733180, 256
5735402, 256
5737621, 254
5739843, 254
5742061, 254
5744278, 256
5746496, 254
5748714, 254
5750932, 256
5753150, 256
5755369, 256
5757586, 256
5759805, 256
5762025, 256
5764243, 256
5766462, 256
5768680, 256
5770900, 256
5773115, 256
5775338, 256
5777560, 256
5779782, 256
5782000, 256
5784217, 256
5786435, 258
5788653, 258
5790875, 258
5793099, 258
5795316, 256
5797532, 256
5799750, 256
5801971, 256
5804194, 254
5806417, 254
5808640, 254
5810859, 253
5813078, 253
5815297, 253
5817514, 251
5819732, 251
5821951, 251
5824168, 251
5826387, 249
5828605, 249
5830823, 249
5833039, 249
5835257, 249
5837474, 249
5839695, 249
5841916, 249
5844134, 249
5846353, 249
5848578, 249
5850797, 249
5853014, 249
5855233, 251
5857455, 251
5859676, 251
5861898, 251
5864122, 251
5866343, 251
5868565, 253
5870787, 253
5873010, 253
5875230, 253
5877450, 253
5879669, 253
5881887, 254
5884105, 254
5886320, 254
5888538, 254
5890757, 254
5892981, 254
5895200, 254
5897415, 253
5899633, 253
5901850, 254
5904070, 254
5906291, 254
5908512, 254
5910733, 254
5912955, 254
5915178, 254
5917398, 256
5919619, 256
5921838, 256
5924055, 256
5926278, 256
5928500, 256
5930724, 256
5932942, 256
5935160, 256
5937378, 256
5939595, 256
5941813, 256
5944034, 256
5946255, 256
5948473, 256
5950690, 256
5952910, 256
5955128, 254
5957346, 254
5959565, 254
5961781, 254
5963999, 254
5966218, 253
5968440, 253
5970659, 253
5972881, 253
5975101, 253
5977319, 251
5979538, 251
5981756, 251
5983975, 251
5986193, 251
5988409, 251
5990633, 253
5992856, 253
5995076, 253
5997294, 251
5999512, 251
6001730, 251
6003953, 251
6006176, 251
6008396, 251
6010614, 251
6012832, 253
6015054, 253
6017276, 251
6019500, 251
6021719, 251
6023937, 251
6026156, 251
6028372, 251
6030597, 251
6032816, 251
6035034, 251
6037252, 251
6039469, 251
6041689, 251
6043909, 249
6046127, 249
6048346, 249
6050564, 249
6052786, 249
6055004, 249
6057223, 249
6059442, 249
6061659, 249
6063879, 249
6066097, 248
6068315, 248
6070534, 248
6072753, 248
6074971, 249
6077188, 249
6079410, 249
6081633, 249
6083852, 249
6086070, 249
6088288, 251
6090506, 251
6092723, 251
6094942, 251
6097164, 251
6099382, 251
6101601, 253
6103819, 253
6106041, 253
6108261, 253
6110480, 253
6112697, 253
6114914, 253
6117133, 253
6119351, 253
6121573, 253
6123795, 253
6126014, 253
6128234, 253
6130454, 253
6132677, 254
6134898, 254
6137115, 254
6139333, 254
6141553, 254
6143769, 254
6145988, 254
6148206, 254
6150424, 254
6152642, 254
6154860, 254
6157082, 254
6159300, 254
6161519, 254
6163738, 253
6165959, 254
6168177, 253
6170397, 253
6172614, 253
6174833, 253
6177050, 253
6179268, 253
6181484, 253
6183705, 251
6185927, 251
6188145, 251
6190363, 251
6192581, 251
6194799, 251
6197017, 251
6199236, 251
6201454, 251
6203672, 251
6205894, 251
6208119, 251
6210341, 251
6212559, 251
6214778, 251
6216995, 249
6219213, 249
6221431, 249
6223651, 249
6225867, 249
6228088, 249
6230305, 249
6232523, 249
6234746, 249
6236966, 251
6239187, 251
6241408, 251
6243627, 251
6245849, 251
6248067, 251
6250285, 251
6252504, 251
6254721, 251
6256940, 251
6259158, 251
6261376, 251
6263595, 249
6265812, 249
6268029, 249
6270252, 249
6272474, 249
6274695, 249
6276914, 249
6279132, 249
6281351, 249
6283569, 249
6285791, 249
6288009, 249
6290229, 249
6292449, 249
6294668, 249
6296886, 249
6299107, 249
6301328, 249
6303552, 249
6305772, 249
6307987, 249
6310208, 249
6312427, 249
6314645, 249
6316864, 251
6319080, 251
6321300, 251
6323520, 251
6325738, 251
6327961, 251
6330180, 249
6332397, 249
6334614, 249
6336832, 249
6339051, 249
6341268, 249
6343487, 249
6345709, 249
6347928, 249
6350147, 249
6352367, 249
6354590, 249
6356809, 249
6359031, 249
6361253, 249
6363471, 249
6365694, 249
6367913, 249
6370131, 251
6372349, 251
6374569, 251
6376788, 251
6379006, 251
6381225, 251
6383445, 251
6385666, 251
6387887, 251
6390110, 251
6392325, 251
6394542, 253
6396759, 253
6398977, 253
6401195, 253
6403414, 253
6405632, 254
6407851, 254
6410071, 254
6412292, 254
6414510, 254
6416730, 254
6418948, 254
6421166, 253
6423388, 253
6425608, 253
6427827, 253
6430046, 251
6432264, 251
6434483, 251
6436700, 251
6438919, 251
6441137, 251
6443357, 251
6445576, 251
6447797, 251
6450017, 249
6452238, 249
6454458, 249
6456676, 249
6458894, 249
6461111, 249
6463330, 249
6465550, 249
6467769, 249
6469992, 249
6472210, 249
6474428, 249
6476647, 249
6478865, 249
6481084, 249
6483303, 249
6485522, 249
6487740, 249
6489964, 249
6492186, 249
6494404, 249
6496622, 249
6498843, 249
6501061, 249
6503284, 249
6505506, 249
6507726, 249
6509942, 249
6512161, 249
6514380, 249
6516598, 249
6518817, 249
6521035, 249
6523253, 249
6525471, 249
6527690, 248
6529908, 248
6532129, 248
6534346, 248
6536564, 249
6538781, 249
6541000, 249
6543218, 249
6545435, 249
6547653, 249
6549875, 249
6552093, 251
6554311, 251
6556531, 251
6558749, 251
6560969, 251
6563188, 251
6565406, 251
6567626, 251
6569845, 251
6572063, 251
6574280, 251
6576498, 251
6578721, 253
6580943, 253
6583167, 253
6585385, 253
6587601, 253
6589819, 254
6592038, 254
6594257, 254
6596480, 254
6598698, 254
6600915, 254
6603132, 254
6605349, 254
6607568, 254
6609786, 254
6612008, 254
6614228, 254
6616446, 254
6618664, 253
6620883, 253
6623101, 253
6625319, 253
6627536, 253
6629760, 253
6631982, 251
6634202, 251
6636420, 251
6638641, 251
6640861, 249
6643078, 249
6645296, 249
6647515, 249
6649733, 249
6651955, 249
6654173, 249
6656392, 249
6658610, 249
6660833, 249
6663056, 249
6665277, 249
6667496, 249
6669714, 249
6671933, 249
6674149, 251
6676362, 251
6678580, 251
6680798, 251
6683021, 251
6685244, 251
6687466, 251
6689686, 251
6691903, 251
6694125, 251
6696346, 251
6698566, 251
6700785, 251
6703001, 251
6705218, 253
6707437, 253
6709655, 253
6711877, 253
6714097, 253
6716319, 253
6718542, 253
6720760, 253
6722978, 254
6725199, 254
6727421, 253
6729644, 253
6731864, 253
6734085, 253
6736304, 253
6738522, 253
6740738, 254
6742956, 254
6745174, 254
6747393, 254
6749614, 254
6751835, 254
6754053, 254
6756276, 254
6758500, 254
6760722, 254
6762940, 254
6765157, 254
6767375, 254
6769597, 254
6771820, 254
6774039, 253
6776258, 253
6778478, 253
6780693, 253
6782912, 253
6785130, 253
6787348, 253
6789568, 253
6791786, 251
6794001, 251
6796224, 251
6798443, 251
6800660, 253
6802883, 253
6805103, 253
6807320, 253
6809539, 253
6811759, 253
6813981, 253
6816203, 253
6818420, 253
6820639, 253
6822857, 254
6825075, 254
6827294, 254
6829511, 254
6831729, 254
6833949, 254
6836168, 254
6838391, 254
6840612, 256
6842831, 256
6845051, 256
6847273, 256
6849492, 256
6851710, 254
6853927, 254
6856150, 254
6858367, 254
6860586, 254
6862804, 254
6865028, 253
6867246, 253
6869463, 253
6871682, 253
6873899, 253
6876117, 253
6878336, 253
6880554, 251
6882775, 251
6884993, 251
6887212, 251
6889435, 251
6891653, 251
6893871, 251
6896092, 251
6898311, 251
6900531, 251
6902750, 251
6904968, 251
6907185, 251
6909403, 251
6911622, 251
6913845, 251
6916063, 251
6918280, 253
6920498, 253
6922716, 253
6924935, 253
6927157, 253
6929378, 251
6931598, 251
6933815, 251
6936033, 251
6938255, 251
6940474, 251
6942692, 251
6944910, 251
6947128, 251
6949349, 251
6951569, 253
6953789, 253
6956006, 253
6958222, 253
6960441, 253
6962660, 253
6964879, 253
6967098, 254
6969316, 254
